"YEAR","HABITAT","REGION","SITE","CONTROL","TRANSECT","TOTAL","SP_CODE","value"
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"PURPCL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"SEALA",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"CORS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"NSF",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"POLY",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"WANE",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"FOR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"PYSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"GRIN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"SHRB",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"TUB",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"DEV",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"BLC",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"EEL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"BUGN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"SG",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"STAT",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"SAR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"EOYS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"MAN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"RAT",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"BAYS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"BMUS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"CHON",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"PLUM",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"FLUK",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"UNTUN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"DASEL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"HOR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"OYS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"DWHEL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"BRAM",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"MANBUR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"SPER",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"AHN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"STIW",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"SEAV",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"SWD",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"OSC",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"SEAP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,2,1.675,"CLT",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"AGH",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"BORS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CHW",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CF",0.075
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"EMS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"LON",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"PORS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"QUA",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"RBS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"LETT",0.025
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SHE",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CRSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"FIN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"FUSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"GRAC",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"BAR",0.0125
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SPAG",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"LIM",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"BUG",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CHCR",0.6625
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CRIS",0.0125
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"DASY",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"DIAD",0.0125
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"Dulce",0.0375
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"ECSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"IRM",0.0375
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"OBSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"STAC",0.0125
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SUGK",0.1625
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"UHYD",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"URA",0.1
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CORA",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"WHEL",0.0125
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"MAST",0.0125
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"OAR",0.0125
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"OST",0.0125
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"EPI",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"BCS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SUGK",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"TUB",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CHI",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"COF",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"GOT",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SEA",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SERP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"XMAS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CHAM",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"PURPCL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SEALA",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CORS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"NSF",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"POLY",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"WANE",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"FOR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"PYSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"GRIN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SHRB",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"TUB",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"DEV",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"BLC",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"EEL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"BUGN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SG",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"STAT",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SAR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"EOYS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"MAN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"RAT",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"BAYS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"BMUS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CHON",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"PLUM",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"FLUK",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"UNTUN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"DASEL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"HOR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"OYS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"DWHEL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"BRAM",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"MANBUR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SPER",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"AHN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"STIW",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SEAV",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SWD",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"OSC",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"SEAP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,3,1.2,"CLT",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"AGH",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"BORS",0.0875
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"CHW",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"CF",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"EMS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"LON",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"PORS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"QUA",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"RBS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"LETT",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"SHE",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"CRSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"FIN",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"FUSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"GRAC",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"BAR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"SPAG",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"LIM",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"BUG",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"CHCR",0.7375
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"CRIS",0.1
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"DASY",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"DIAD",0.0375
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"Dulce",0.0375
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"ECSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"IRM",0.0375
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"OBSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"STAC",0.025
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"SUGK",0.1
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"UHYD",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"URA",0.1875
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"CORA",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"WHEL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"MAST",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"OAR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"OST",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"EPI",0.075
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"BCS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"SUGK",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"TUB",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"CHI",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"COF",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"GOT",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"SEA",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"SERP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"XMAS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"CHAM",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"PURPCL",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"SEALA",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"CORS",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"NSF",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"POLY",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"WANE",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"FOR",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"PYSP",0
2019,"Kelp","Narragansett Bay","Fort Wetherill",0,4,1.425,"GRIN",0
